srcIP,dstIP,protocol,sPort,dPort
295,548,17,21,80
953,409,6,53,53
927,316,6,22,21
362,466,1,21,23
302,958,6,80,21
209,956,17,21,80
102,37,1,25,79
557,536,17,80,53
185,244,6,21,22
13,637,6,21,53
69,743,6,53,80
973,271,6,80,80
708,133,17,25,53
267,907,17,21,53
229,411,6,21,20
612,26,17,21,80
639,192,1,21,25
1825,798,17,53,80
845,695,6,25,25
666,891,17,53,53
118,770,6,80,22
820,188,1,21,25
696,813,6,53,23
200,667,6,20,80
277,237,6,53,20
392,233,6,20,25
561,609,6,53,53
352,956,1,80,20
797,497,17,23,21
143,922,17,22,80
64,138,1,22,20
200,61,6,53,80
573,406,6,21,80
745,909,6,53,80
838,297,89,68,23
725,774,6,53,22
369,322,17,68,20
314,505,17,21,80
706,841,17,25,68
590,751,6,53,20
364,86,17,80,21
521,360,6,21,80
777,584,6,80,25
370,215,6,80,80
387,552,89,80,23
994,881,6,53,21
332,149,6,53,21
953,47,17,80,20
24,273,6,80,23
202,454,6,20,25
624,129,17,25,25
906,37,17,53,20
36,996,17,79,68
674,780,17,53,23
638,154,1,21,53
528,266,89,21,80
584,774,17,20,80
67,574,6,53,25
846,593,17,23,20
345,978,6,20,25
695,139,17,20,25
38,716,17,80,20
718,890,1,21,80
701,223,6,79,22
503,215,17,25,23
351,578,6,23,25
689,757,6,23,21
294,947,17,21,53
489,199,17,22,79
706,275,17,21,23
945,455,6,22,23
461,169,6,23,21
609,533,6,53,22
860,354,6,80,53
510,676,6,68,25
40,828,17,80,80
700,958,17,79,20
928,479,6,53,21
1825,798,17,21,80
320,433,6,23,80
60,474,17,53,20
959,672,17,53,79
413,393,6,21,80
697,572,1,53,22
300,800,17,68,53
323,457,6,79,22
812,973,6,21,22
302,92,6,79,25
405,114,1,25,80
593,144,17,21,20
308,525,6,23,79
872,132,17,25,20
381,262,17,53,53
177,777,6,23,22
803,343,17,53,21
938,126,17,23,53
979,669,6,20,79
107,178,17,21,23
779,625,17,80,22
63,911,17,25,80
48,239,17,21,23
501,120,6,22,21
406,169,1,79,80
507,922,17,21,21
487,36,89,22,23
16,639,1,79,80
394,401,6,79,80
919,420,17,80,80
827,347,6,80,68
454,31,17,25,80
896,892,17,53,53
629,986,6,21,23
532,763,1,68,20
74,940,1,21,22
689,920,6,20,79
659,908,17,20,80
221,862,6,80,80
774,281,6,68,20
498,221,6,21,53
996,881,17,80,80
995,288,1,53,25
633,247,1,80,80
203,609,6,22,79
670,666,1,22,68
472,87,17,53,25
155,460,6,53,80
229,401,1,53,22
102,462,6,21,53
105,852,17,68,80
488,158,1,25,23
645,845,6,68,80
721,29,17,80,79
158,729,6,20,21
595,761,1,80,80
699,884,89,53,53
626,889,17,80,20
214,427,6,80,25
939,187,89,23,53
574,330,1,20,80
443,180,6,80,80
790,995,17,25,79
870,571,6,22,79
682,365,17,53,53
731,272,17,25,80
641,427,6,68,23
360,695,17,20,22
161,319,17,25,25
54,914,17,25,68
495,488,6,20,80
104,420,6,68,20
115,533,17,25,22
192,868,1,23,80
273,526,17,22,80
510,645,17,25,20
940,817,17,68,53
901,248,6,80,53
460,888,6,21,20
19,252,6,80,80
725,554,17,80,22
572,443,17,22,53
904,60,1,23,20
752,506,6,21,80
389,202,6,53,23
117,975,17,25,53
127,597,6,25,20
717,970,6,53,22
9,846,6,80,23
632,168,17,25,80
675,426,1,20,23
861,1,17,80,53
151,406,6,21,21
451,611,6,53,53
97,303,1,25,25
135,47,17,53,68
570,306,6,80,25
196,891,6,25,80
64,187,1,20,22
850,679,6,53,23
438,815,6,20,80
784,637,6,53,25
687,678,17,80,80
146,737,1,25,22
516,791,6,20,25
913,142,17,53,25
76,863,17,22,25
491,510,17,25,22
269,156,89,68,53
402,466,6,53,53
795,228,6,79,20
721,823,17,25,53
981,341,17,20,80
246,993,6,21,53
293,599,1,80,21
988,661,17,22,25
320,651,6,79,23
653,174,17,79,53
898,735,6,80,20
514,418,1,80,53
713,281,1,53,23
675,967,6,21,25
444,182,6,80,80
243,323,6,20,80
872,907,6,21,53
585,767,6,25,25
684,185,6,22,53
902,189,17,22,68
959,247,6,80,22
1825,798,17,80,80
305,582,17,23,25
478,827,6,21,80
820,142,17,80,23
557,319,6,80,68
359,824,6,79,23
888,810,17,25,53
30,252,17,20,80
704,864,6,23,53
348,553,6,68,21
755,534,17,80,20
494,836,6,23,23
691,108,89,22,53
168,770,17,53,53
527,55,6,20,68
648,788,6,53,53
590,716,17,79,22
67,555,6,20,80
883,898,6,80,53
638,786,17,22,80
803,589,17,80,22
731,15,17,21,53
101,715,6,25,68
73,349,6,21,23
393,442,6,20,25
323,965,6,23,21
503,245,6,53,79
902,910,6,20,80
512,353,17,22,21
442,770,6,79,53
945,962,6,20,21
33,624,1,23,80
900,589,17,20,53
878,671,17,22,80
363,51,6,53,80
976,621,6,22,20
157,441,17,53,20
710,986,17,23,68
910,460,89,53,80
283,22,6,25,80
78,969,17,68,25
417,66,89,21,53
327,801,17,53,80
508,875,6,80,53
942,39,6,22,25
186,628,17,23,80
399,923,17,53,68
445,238,17,53,25
377,43,17,23,20
347,940,6,68,25
763,577,6,23,53
118,783,6,22,25
397,943,17,21,20
599,652,6,21,80
132,142,17,23,68
416,949,17,80,22
281,461,17,20,68
353,225,17,80,23
193,961,1,79,23
234,458,6,21,20
845,266,1,23,80
725,770,6,21,23
368,728,6,21,25
273,245,17,53,80
821,892,6,25,20
674,859,17,21,53
364,625,17,79,25
480,189,17,22,79
796,182,6,22,53
19,161,17,25,23
869,315,17,79,53
187,726,6,20,80
306,690,1,23,53
507,273,6,80,53
602,521,89,25,80
574,83,17,25,53
649,576,17,80,25
428,195,6,20,23
300,178,1,68,80
231,258,1,80,25
23,181,6,80,25
518,58,17,21,21
464,808,17,80,20
791,944,6,53,23
252,235,6,20,25
300,817,6,68,80
509,246,6,20,80
80,644,17,53,80
480,605,6,20,23
874,872,6,53,80
852,176,1,20,80
758,12,6,22,68
851,231,6,53,25
194,84,17,80,20
687,894,6,23,80
791,483,17,80,53
330,482,17,80,68
39,365,6,20,68
20,7,17,80,68
958,401,17,79,80
592,532,1,21,80
823,953,1,53,80
244,69,6,22,79
997,326,17,23,23
672,986,6,53,22
108,545,17,22,20
20,267,6,80,80
743,992,6,21,80
109,405,6,80,68
159,548,6,80,20
946,946,17,23,21
787,824,17,20,53
443,278,6,80,80
844,741,6,20,25
184,695,1,22,22
170,37,6,23,53
741,686,6,80,25
270,439,17,23,21
420,692,6,53,20
568,537,6,80,25
448,845,17,25,53
554,796,17,20,23
617,915,6,22,23
321,991,17,79,23
7,425,17,21,53
435,777,6,53,21
372,172,89,80,53
442,313,1,22,23
912,704,17,23,25
872,23,17,79,53
754,417,17,23,20
269,685,17,68,80
339,525,17,20,53
281,68,17,21,23
324,786,1,21,53
708,177,17,53,68
608,893,6,53,20
240,241,17,25,25
864,855,6,53,20
286,698,6,79,20
49,302,1,80,79
931,58,6,23,79
792,611,17,21,25
673,551,6,79,79
20,393,17,20,23
241,417,1,53,25
900,153,6,80,20
611,252,6,68,53
898,382,6,22,22
482,425,6,20,23
971,968,17,25,80
278,798,6,23,20
963,684,6,53,21
950,482,6,80,23
737,263,17,21,53
893,3,89,80,21
216,953,17,25,25
956,374,6,68,22
494,6,17,21,22
445,442,1,53,20
19,564,6,25,80
801,344,6,68,80
962,772,6,23,53
220,763,17,21,53
343,175,1,80,20
432,232,6,20,23
318,872,6,80,80
64,72,17,80,79
413,441,1,80,20
713,581,6,22,80
511,59,17,20,68
359,864,17,80,53
998,284,17,68,22
899,99,1,80,23
874,863,17,23,25
331,898,6,53,80
364,316,6,53,23
979,770,6,21,21
437,438,6,22,21
512,163,17,23,22
400,672,17,79,80
44,219,6,23,53
785,914,1,21,20
516,504,17,53,20
933,780,6,80,21
782,756,6,23,21
635,408,6,20,20
46,198,17,53,21
980,239,6,80,80
480,888,6,23,25
32,469,17,53,53
678,823,6,79,53
417,333,17,20,22
828,598,6,25,53
278,775,6,80,21
258,797,6,80,80
63,218,1,23,53
115,665,17,20,80
981,204,6,23,20
92,943,1,80,22
979,811,17,20,23
680,649,17,80,25
846,70,17,80,21
84,722,17,80,80
106,420,6,21,23
665,903,6,20,20
186,783,17,20,23
796,599,6,53,53
193,768,6,80,79
523,292,17,53,23
353,808,17,68,20
896,331,1,80,25
866,421,1,68,22
233,914,1,80,23
646,868,17,80,21
459,903,6,80,20
590,953,17,79,80
804,530,6,21,80
345,111,6,53,53
178,705,1,80,53
948,82,17,20,53
1000,591,6,21,23
721,747,17,20,21
257,112,6,25,53
117,730,6,21,80
951,619,17,53,53
272,251,6,20,21
708,484,1,53,20
399,940,6,25,79
536,623,17,25,80
61,713,6,53,25
532,390,6,53,23
542,675,6,25,80
263,845,17,20,21
578,698,6,23,53
719,349,6,80,79
642,761,6,53,53
602,419,6,22,22
596,312,6,23,53
73,45,6,22,80
659,910,17,23,25
945,275,17,53,80
561,143,6,23,22
103,318,1,79,53
687,231,17,53,68
327,689,6,23,79
872,776,6,53,21
648,611,1,25,68
417,166,17,68,53
160,324,1,53,53
63,552,17,22,21
293,159,17,79,21
439,244,17,23,53
238,681,17,23,53
449,143,6,80,23
40,224,89,21,20
868,32,6,79,53
255,691,17,53,23
522,5,17,68,80
352,464,17,25,21
789,451,17,25,80
489,888,6,80,22
106,690,17,22,23
178,767,1,22,80
313,788,6,80,68
985,79,1,23,80
20,281,17,25,80
995,180,17,80,23
880,414,1,20,21
226,912,17,53,80
434,755,1,21,53
514,365,6,25,53
729,634,89,21,79
600,691,17,21,21
648,723,6,80,79
204,74,6,53,21
569,754,17,21,68
164,744,17,53,22
733,617,17,25,53
987,569,6,79,23
633,531,6,23,80
509,477,6,80,68
968,523,6,23,23
678,50,17,53,23
142,801,17,80,53
155,713,1,23,20
66,43,6,80,53
546,450,1,80,53
815,471,17,21,25
73,617,17,20,80
432,988,6,21,23
137,937,17,25,23
234,150,6,21,53
852,707,17,22,22
818,590,17,53,22
45,38,6,23,20
450,23,17,80,22
620,237,6,53,25
821,404,17,22,20
74,749,6,53,21
736,259,17,53,22
540,654,1,53,25
296,872,6,25,80
188,756,6,80,23
615,631,1,79,25
9,347,6,53,23
814,483,17,22,68
212,274,17,21,80
406,207,6,21,79
875,77,6,23,22
488,710,6,20,79
310,646,17,23,23
800,863,6,25,21
322,324,6,22,80
702,16,1,20,4
303,377,17,53,23
358,816,6,25,23
367,885,17,22,80
331,591,6,20,53
627,670,6,53,21
16,309,6,20,53
19,589,6,22,80
284,580,89,21,20
797,186,89,68,21
197,640,1,20,80
546,769,6,22,21
137,50,6,20,80
642,500,6,53,53
978,206,6,22,80
692,138,89,53,22
631,133,17,79,21
685,142,6,53,20
736,2,17,21,25
991,975,17,25,80
460,744,1,20,80
203,41,17,79,25
402,903,1,20,53
194,638,6,21,53
650,400,1,80,23
645,583,17,53,20
904,997,1,80,25
142,216,17,68,25
205,813,1,25,20
543,635,6,22,20
478,644,6,53,80
865,888,6,80,22
870,724,1,80,80
59,197,17,20,22
87,979,17,22,23
1825,798,17,21,80
555,592,6,22,53
520,889,6,23,53
208,970,17,20,21
671,567,89,79,80
671,304,6,80,22
275,876,6,21,21
242,44,6,80,22
617,632,6,80,80
709,247,17,80,53
468,610,1,80,21
18,562,17,80,21
430,544,89,25,21
768,608,1,80,80
888,52,1,22,21
938,292,6,80,68
900,119,6,53,53
188,369,6,79,79
77,714,6,53,79
650,811,89,21,80
678,781,17,80,53
756,408,1,80,20
425,146,6,23,20
184,591,6,53,25
388,839,6,53,20
71,388,6,53,25
551,429,89,80,21
327,924,17,80,80
944,79,17,20,23
186,451,17,80,20
115,145,6,22,21
453,210,6,25,21
972,658,89,22,80
690,166,17,80,23
189,374,6,22,68
790,547,89,25,80
801,493,6,23,22
513,313,17,23,53
134,113,6,80,53
258,480,17,23,80
256,907,6,25,21
497,106,17,80,23
999,596,1,53,68
142,565,1,25,21
715,806,6,22,53
522,836,1,53,22
845,690,17,21,80
529,469,17,53,21
844,226,6,21,23
208,778,6,22,20
460,51,17,25,22
387,48,17,21,23
405,155,1,22,53
46,357,6,80,21
654,982,6,22,79
192,902,89,20,53
210,973,1,25,21
221,1000,17,25,25
244,829,17,80,80
807,986,6,80,21
776,1,6,25,53
884,802,17,25,53
154,585,17,80,53
616,73,6,25,22
885,369,6,53,79
259,86,6,80,53
112,413,17,53,80
94,582,1,53,23
355,480,6,21,20
578,216,17,25,53
912,317,1,80,20
842,215,17,25,68
464,121,6,23,23
644,20,6,22,20
75,331,17,80,20
727,95,17,21,80
146,276,6,21,21
806,873,6,68,23
680,407,6,79,68
96,899,89,21,80
878,630,6,22,53
193,351,17,79,23
457,338,6,53,80
536,72,17,20,25
31,798,6,23,25
917,184,6,20,21
694,540,17,53,21
631,113,17,68,23
450,285,17,20,68
315,962,17,80,22
323,770,17,80,21
257,84,6,25,80
614,288,17,53,53
46,107,6,80,25
191,205,17,23,22
77,648,17,20,68
942,534,6,80,79
648,549,1,20,80
212,964,6,22,20
504,763,17,20,68
608,956,1,53,21
78,425,1,53,80
25,256,1,20,79
565,956,6,53,80
485,842,17,80,68
904,253,6,25,79
965,642,1,79,80
769,390,17,68,68
511,362,17,22,23
530,193,1,68,20
465,391,17,21,22
882,314,6,20,20
265,851,17,80,79
426,405,6,53,21
106,522,17,21,25
964,61,6,25,80
730,63,6,53,53
202,124,6,25,80
989,528,6,22,80
840,487,17,80,23
619,831,17,21,53
766,931,1,79,21
715,355,6,80,53
464,594,6,23,23
751,837,1,68,68
858,829,6,53,22
109,396,6,80,25
722,790,1,80,80
14,988,89,53,80
971,280,6,80,80
729,429,6,21,20
960,983,17,80,23
111,586,17,23,25
716,516,17,22,22
438,443,17,22,20
598,996,6,53,20
511,278,17,21,25
969,329,6,20,53
377,194,17,53,53
682,874,17,23,23
598,998,17,22,22
394,458,6,21,79
511,404,17,20,80
101,437,6,25,53
501,384,1,80,79
639,606,6,80,20
308,931,89,53,22
100,734,17,23,53
607,475,6,22,80
87,117,17,25,25
684,474,17,80,21
499,235,6,53,80
717,667,6,22,23
906,146,89,80,53
943,165,17,68,21
45,72,17,79,53
289,417,6,53,53
662,377,17,20,53
121,844,6,80,80
502,507,6,80,20
764,382,6,23,22
167,6,17,21,25
339,515,6,79,22
639,647,6,23,21
661,585,6,80,80
490,1000,1,80,21
854,15,17,80,80
322,565,6,21,23
489,273,89,80,20
728,972,17,80,23
535,455,1,80,53
547,928,17,80,21
169,116,17,23,21
878,972,17,25,80
911,207,6,79,80
402,890,6,53,20
95,799,6,53,80
369,192,6,53,53
880,964,17,21,21
239,348,17,53,68
361,604,1,53,68
688,736,17,23,20
16,835,17,23,80
258,972,1,53,25
894,261,17,53,25
166,83,6,25,80
724,793,6,80,25
284,211,1,53,23
159,20,17,53,79
77,678,1,20,21
848,360,6,80,53
564,252,17,20,53
403,562,17,80,80
12,549,1,25,53
793,760,17,21,53
803,740,1,20,80
247,201,6,22,79
493,577,6,79,20
613,924,6,53,22
882,170,17,21,53
401,33,17,68,53
975,841,17,25,80
232,587,89,68,25
78,965,89,21,53
252,766,1,25,21
613,685,17,53,53
288,431,17,80,80
539,477,6,25,21
872,543,17,22,23
567,442,6,53,80
468,236,17,21,53
449,526,17,25,25
79,452,17,21,53
969,191,17,53,20
73,412,6,79,20
374,638,17,53,79
737,588,6,80,53
424,116,17,80,25
321,164,17,68,53
144,865,6,23,80
908,867,6,22,20
635,814,6,23,25
168,60,17,21,22
896,294,6,53,21
435,471,17,25,80
57,732,17,23,80
705,34,17,20,23
302,862,6,53,68
21,344,17,53,21
289,211,6,80,22
862,594,6,80,20
910,706,6,80,80
156,841,6,21,53
877,693,17,53,68
734,68,1,53,53
495,440,6,21,80
185,64,6,23,22
863,704,17,53,80
455,504,17,53,20
792,635,6,22,80
456,551,6,79,53
639,887,6,21,20
625,712,17,20,25
522,690,6,53,25
205,515,17,79,53
696,613,1,22,80
990,942,17,20,25
787,555,6,25,25
650,838,1,25,53
561,772,1,23,79
446,85,6,80,53
175,103,17,25,21
772,391,6,53,20
105,164,1,53,79
6,941,6,53,25
775,67,17,68,53
889,324,6,21,53
549,406,17,22,80
735,590,17,23,20
856,496,6,25,80
218,855,17,23,20
448,740,17,21,25
987,650,17,21,20
581,146,6,80,79
758,29,1,80,80
213,772,6,53,23
38,200,17,21,80
253,520,6,20,25
341,26,6,20,68
53,629,6,80,23
480,116,6,20,22
235,290,1,21,80
823,973,6,80,20
53,788,6,21,53
450,200,17,25,80
429,419,89,23,22
767,888,6,25,80
607,259,6,80,68
231,537,1,21,20
619,390,17,80,21
607,772,6,80,21
733,449,6,53,53
153,959,6,22,53
934,568,6,25,25
212,819,17,53,79
266,259,17,21,23
868,819,6,53,53
113,90,17,68,22
920,677,6,23,20
659,73,89,53,80
403,420,1,22,20
612,775,17,22,20
313,235,6,21,21
762,458,17,53,20
514,340,89,80,20
797,936,17,53,25
776,175,17,23,53
823,296,6,22,23
852,373,6,21,80
119,42,6,80,23
405,83,17,21,79
809,761,6,23,53
379,189,17,68,23
726,38,17,53,25
402,244,17,25,22
312,287,17,79,25
158,547,1,80,80
409,208,17,53,21
578,493,6,79,20
933,196,6,21,79
775,763,6,22,21
767,577,89,80,80
614,551,6,80,22
44,674,17,25,25
338,366,6,53,23
1825,798,17,80,80
285,391,6,79,79
67,309,17,80,53
664,329,6,53,80
116,576,17,25,53
861,451,1,53,21
807,253,1,22,68
850,62,17,25,21
959,544,6,53,79
361,183,6,22,80
108,837,17,68,53
53,788,1,53,20
158,62,6,68,53
155,705,17,79,23
68,92,17,23,79
88,462,17,20,23
749,702,6,53,21
822,349,1,21,80
461,93,89,21,20
966,409,6,23,53
867,430,6,23,22
239,515,6,21,53
392,12,1,53,53
525,316,17,53,22
453,233,17,80,53
259,262,6,53,25
829,911,17,80,22
376,753,6,80,53
186,1000,6,21,23
427,823,6,53,25
53,494,6,23,53
732,205,1,22,53
608,561,6,21,80
968,312,6,80,68
227,155,1,21,25
467,355,6,25,20
991,435,6,21,20
34,804,6,53,22
910,719,6,23,23
167,191,17,53,80
248,442,17,22,23
464,963,6,80,80
421,904,17,25,53
246,951,17,22,80
14,42,6,20,80
770,233,6,68,79
249,192,6,53,21
249,991,17,21,22
403,223,6,21,21
906,632,17,21,80
4,217,17,53,53
692,311,17,21,21
367,783,17,25,80
655,500,6,25,20
773,728,17,80,21
2,230,17,53,22
191,448,89,21,79
865,769,6,20,22
246,479,6,20,22
666,393,6,25,80
803,786,17,23,21
633,26,89,22,80
363,698,89,23,80
746,504,1,20,20
303,818,17,20,79
969,507,6,53,53
642,64,17,22,53
634,376,6,20,53
245,606,17,80,21
553,184,6,53,23
25,200,1,53,80
777,292,6,80,22
297,396,6,23,80
919,488,89,25,53
602,368,17,21,25
772,160,17,21,21
23,973,17,21,21
323,890,6,21,25
350,582,17,21,80
659,807,89,80,53
972,33,6,22,22
259,279,89,53,53
889,397,1,23,53
183,411,17,22,20
304,219,1,53,20
992,966,6,20,20
303,283,17,21,80
670,394,17,53,68
821,987,17,80,25
854,245,17,80,25
169,817,17,80,20
980,127,17,25,25
666,117,6,22,22
139,517,6,80,80
93,132,6,20,80
791,523,17,80,80
287,348,6,80,79
898,116,1,53,80
220,911,17,23,53
966,262,1,53,23
939,972,6,53,68
344,300,17,20,53
908,142,17,21,22
737,537,6,53,20
967,312,17,53,53
549,802,6,23,23
826,292,17,80,21
525,296,6,53,53
1,694,6,25,25
300,480,1,53,21
594,892,17,22,22
760,355,6,25,21
282,31,6,23,80
791,835,17,21,53
350,133,6,21,80
506,819,1,53,53
925,545,17,22,23
616,388,17,20,53
508,346,17,21,25
982,452,17,21,53
362,965,17,53,21
862,119,6,23,21
590,877,6,80,23
493,777,17,21,23
548,888,1,25,20
916,416,6,80,80
641,140,6,80,80
605,144,6,80,80
181,675,17,80,79
100,606,17,22,21
257,39,6,53,22
629,976,6,21,53
155,351,6,80,80
61,524,17,25,25
943,709,6,68,80
438,325,1,25,23
50,734,6,21,20
476,171,89,23,23
634,262,6,53,68
248,908,17,53,53
374,435,17,25,25
486,423,6,22,23
23,371,6,21,23
679,242,6,53,80
31,296,17,23,21
881,512,6,22,53
354,233,89,68,21
986,796,17,21,23
342,736,6,53,80
728,207,6,79,80
302,263,6,53,53
885,794,6,25,21
212,727,17,20,53
872,389,6,80,22
648,843,17,80,21
868,163,6,68,79
21,618,1,25,21
665,787,17,20,53
201,59,6,80,20
486,183,17,21,21
44,277,6,22,23
498,206,6,20,20
43,409,6,21,68
586,848,6,68,20
940,795,17,68,22
350,793,6,21,20
373,511,17,53,53
866,843,17,23,80
44,163,17,80,25
725,226,17,80,79
239,109,6,21,20
998,904,17,21,20
546,405,17,80,80
106,82,89,68,20
616,42,17,53,23
103,128,17,22,53
261,20,17,20,22
490,530,17,79,25
433,540,1,53,25
166,722,17,22,23
945,840,1,22,20
835,149,17,25,22
269,765,6,53,25
308,939,6,20,80
426,358,6,79,53
896,298,6,23,80
563,397,6,21,20
848,131,17,21,23
937,669,6,80,20
840,870,6,22,68
127,17,17,79,53
499,848,1,79,80
237,124,17,68,23
895,833,17,22,80
267,167,17,20,21
651,477,17,80,20
318,89,1,68,53
697,34,17,20,53
370,910,89,53,80
420,741,1,80,80
823,681,6,80,23
454,452,6,80,80
622,617,6,53,25
187,753,6,21,80
378,779,17,20,21
335,300,6,53,21
981,732,6,20,21
59,639,17,80,53
208,686,17,80,53
721,520,6,23,25
367,646,6,53,68
638,98,17,25,25
225,591,17,20,20
328,857,1,80,21
203,712,17,22,53
401,599,17,21,53
482,895,17,20,21
361,490,6,68,25
618,316,6,20,80
153,49,1,21,80
865,403,89,80,80
752,763,6,22,80
792,61,89,20,25
728,327,6,21,79
573,360,17,80,23
307,6,89,20,80
736,62,17,22,22
243,887,6,25,23
147,899,6,53,25
577,46,6,25,68
449,344,17,25,80
385,991,17,80,80
919,138,17,53,22
53,239,6,22,80
147,193,17,25,21
802,153,1,21,53
783,79,6,80,80
974,604,1,22,68
158,299,6,53,23
990,348,6,23,53
213,351,17,79,20
844,313,6,21,23
684,157,6,22,79
491,123,1,22,20
515,551,89,80,20
945,659,6,23,20
488,615,1,80,79
481,513,89,21,53
123,866,17,80,23
627,737,17,80,80
302,861,17,21,22
235,163,6,23,23
28,111,6,53,25
418,967,6,21,80
944,784,6,21,25
510,790,1,20,21
804,578,6,68,80
558,606,17,21,25
931,835,17,79,21
445,283,6,20,25
304,448,6,80,53
45,969,17,53,20
63,554,17,22,53
522,575,6,80,53
417,263,6,25,21
198,679,17,23,25
37,462,17,80,53
267,322,6,53,53
111,785,6,53,79
718,107,89,20,53
263,127,17,25,53
150,302,6,79,53
758,204,1,80,53
690,993,6,20,22
942,152,6,53,21
245,784,6,80,53
299,444,17,22,80
555,698,6,23,80
401,614,17,25,21
145,958,6,53,53
841,354,6,53,23
71,642,17,53,22
439,270,6,80,25
59,250,17,53,21
546,528,6,53,80
319,607,6,22,21
47,861,17,22,68
955,885,17,80,22
873,833,17,79,25
340,903,6,80,53
14,280,6,22,80
866,805,6,20,80
321,295,17,80,20
266,97,6,53,25
623,360,6,23,22
439,542,6,23,20
199,359,17,21,53
472,375,6,22,25
255,908,6,68,80
504,811,6,68,79
45,256,6,21,53
159,669,1,80,53
391,87,89,53,80
649,539,17,80,20
915,728,6,23,22
875,286,17,80,25
316,158,1,22,68
903,25,6,79,53
236,611,6,23,20
55,933,6,20,53
908,98,6,68,80
67,608,6,25,23
817,821,6,21,20
561,575,6,22,53
717,564,6,68,80
737,266,6,80,80
775,732,17,53,79
143,113,17,20,53
136,619,6,20,80
365,495,17,23,80
296,708,1,23,53
505,81,6,23,20
818,582,6,22,25
119,360,17,20,53
953,511,17,53,22
223,557,6,80,53
919,425,6,21,80
178,644,6,22,79
513,885,6,68,22
876,999,17,80,53
773,972,6,53,25
999,655,6,53,25
738,8,6,80,20
791,318,6,80,25
940,318,17,20,68
279,110,17,25,79
26,991,1,53,21
705,997,17,53,25
214,449,17,80,21
507,478,6,22,53
218,333,6,22,53
989,984,17,53,21
606,333,6,68,80
397,466,17,80,80
233,480,17,53,22
442,536,6,80,68
915,639,1,20,68
520,594,6,21,68
592,556,17,25,80
684,550,6,22,68
983,287,1,20,25
33,299,6,80,80
377,243,6,20,53
559,897,17,25,80
625,118,6,80,53
648,44,6,22,20
296,668,6,22,53
5,862,17,68,23
589,331,17,53,80
515,753,6,53,79
974,662,1,21,25
154,663,6,25,22
141,819,89,23,68
612,898,17,23,80
652,744,6,68,25
206,843,17,80,80
170,90,6,23,25
385,891,6,22,22
108,500,17,80,25
50,477,17,23,21
505,894,6,80,80
216,75,6,53,80
225,499,17,79,25
885,556,6,23,25
25,951,6,22,53
313,383,17,23,22
941,874,17,53,25
119,899,17,53,20
586,884,17,21,22
195,71,17,25,53
870,626,6,53,20
699,230,6,53,23
520,275,6,23,23
446,372,17,22,25
1,434,6,22,80
465,514,1,22,21
740,367,89,22,21
135,707,17,21,20
133,702,6,80,53
834,177,6,80,80
574,493,17,68,23
855,413,17,80,25
326,766,17,20,68
798,375,17,23,80
208,490,1,22,21
774,702,17,53,80
635,708,17,53,53
98,559,6,23,53
134,188,17,23,21
418,920,6,20,22
335,889,17,25,53
371,809,6,79,53
861,388,17,53,21
647,438,6,21,68
830,42,17,80,25
822,778,6,53,80
58,20,17,22,80
638,97,6,80,53
240,104,6,80,80
223,550,17,25,23
503,135,17,21,53
686,3,89,20,80
308,29,6,53,80
986,688,17,21,80
298,62,1,25,25
319,929,6,23,68
496,521,6,80,22
686,165,17,21,80
613,511,6,68,22
20,336,6,53,53
260,621,17,21,22
747,23,1,21,25
402,272,1,79,25
699,773,89,21,53
18,982,89,23,22
162,202,17,80,21
846,339,6,53,23
270,14,6,53,23
338,42,1,21,79
798,166,17,20,20
474,632,17,80,80
7,639,17,22,25
511,215,1,25,20
115,214,17,21,23
825,12,6,23,22
88,824,17,80,53
188,833,6,22,21
23,341,17,68,80
116,541,17,20,68
545,252,6,21,53
427,331,17,23,21
667,987,6,23,20
121,540,17,23,21
72,712,6,20,25
801,226,17,80,23
168,474,6,20,53
83,732,17,25,25
581,624,6,25,22
847,241,17,68,79
897,730,17,80,23
576,842,17,22,23
418,630,6,20,80
676,364,6,21,53
683,745,6,22,23
785,186,17,20,53
617,57,1,21,20
498,892,6,21,80
444,231,6,79,22
321,340,17,53,20
217,545,1,79,53
882,476,17,25,23
212,164,6,23,80
999,543,17,53,53
291,113,17,53,53
381,608,17,79,53
138,223,17,23,53
641,8,6,22,21
17,793,6,79,53
31,154,6,53,80
484,382,17,25,20
206,815,6,53,80
70,594,6,21,25
838,238,17,80,80
364,691,17,53,53
526,355,6,68,53
624,242,6,53,22
350,11,1,80,20
588,499,17,23,21
223,395,17,68,23
494,597,6,80,22
354,288,6,22,53
954,430,6,21,25
933,147,6,80,80
962,319,17,79,23
652,459,17,53,53
447,925,17,80,80
42,148,1,22,53
656,454,6,53,22
856,438,6,22,23
649,746,17,23,53
245,935,17,23,68
588,579,17,22,53
624,801,17,20,53
304,284,6,22,20
709,253,6,20,80
501,779,17,53,79
941,580,17,80,22
747,949,6,21,80
456,878,6,53,25
337,465,1,21,68
337,145,17,20,79
696,144,6,80,20
364,423,6,22,25
815,952,6,20,80
67,548,17,23,23
570,34,17,25,20
21,566,17,20,80
311,807,17,68,80
607,516,6,21,23
807,351,6,22,21
705,776,6,80,68
423,238,6,21,53
691,434,6,22,80
797,749,6,80,68
358,576,17,22,53
166,451,6,53,80
26,948,6,23,25
489,458,6,25,53
465,271,6,80,53
542,330,6,22,23
99,383,17,20,68
94,41,1,22,20
356,117,6,53,23
819,674,6,53,25
369,864,17,20,80
