srcIP,dstIP,protocol,sPort,dPort,activity
999,519,6,21,22,normal
608,272,6,22,25,normal
691,200,17,68,53,normal
350,381,6,80,80,normal
479,839,6,22,53,normal
230,479,1,20,80,normal
511,154,17,21,21,normal
880,704,6,53,68,normal
577,21,17,22,68,normal
642,606,17,80,20,normal
262,250,1,53,68,normal
69,117,17,80,53,normal
191,382,89,21,20,normal
373,372,17,21,20,normal
226,628,17,80,80,normal
415,455,6,22,23,normal
259,220,6,80,80,normal
51,11,6,80,80,normal
781,742,17,22,80,normal
884,880,1,80,53,normal
142,205,17,68,53,normal
910,167,6,80,80,normal
622,191,6,80,25,normal
478,110,6,21,21,normal
695,153,89,53,80,normal
108,100,6,23,80,normal
242,774,89,80,80,normal
549,962,6,53,53,normal
35,712,1,80,53,normal
470,94,17,25,80,normal
477,846,6,21,22,normal
147,363,6,21,25,normal
478,633,1,21,53,normal
726,935,6,80,20,normal
790,182,1,80,20,normal
353,365,6,21,22,normal
756,890,6,23,22,normal
86,994,6,80,20,normal
599,455,6,23,79,normal
114,677,6,80,25,normal
261,80,17,53,53,normal
29,853,17,79,22,normal
386,309,17,23,23,normal
964,809,17,25,22,normal
110,817,89,20,20,normal
240,640,1,20,80,normal
334,356,17,53,20,normal
373,598,6,23,80,normal
511,965,89,53,22,normal
994,904,6,79,53,normal
359,654,17,80,20,normal
686,894,17,80,80,normal
648,197,6,22,80,normal
53,906,17,53,21,normal
533,891,6,22,80,normal
385,862,17,23,23,normal
712,785,6,79,80,normal
397,893,6,21,21,normal
392,866,1,21,25,normal
447,321,17,53,22,normal
584,463,1,23,21,normal
502,675,6,22,23,normal
699,596,6,23,25,normal
477,986,6,20,21,normal
755,530,6,22,80,normal
698,926,6,53,25,normal
114,840,17,23,53,normal
192,186,6,80,68,normal
938,435,6,22,80,normal
409,37,17,23,80,normal
687,529,6,22,80,normal
57,796,17,22,53,normal
971,108,17,80,21,normal
682,703,17,79,23,normal
679,84,6,80,22,normal
922,711,17,21,21,normal
829,516,6,22,22,normal
276,250,6,20,53,normal
890,710,17,22,53,normal
985,612,17,68,80,normal
658,903,17,80,80,normal
727,228,6,80,53,normal
4,786,6,68,80,normal
446,952,17,79,53,normal
251,160,1,20,53,normal
218,699,6,80,53,normal
863,936,17,23,79,normal
608,937,6,53,25,normal
753,303,17,53,53,normal
490,900,6,22,25,normal
766,376,6,79,80,normal
641,189,6,68,25,normal
27,610,6,53,25,normal
861,323,17,80,68,normal
760,462,6,53,80,normal
649,559,17,53,53,normal
737,838,6,25,22,normal
949,59,17,23,79,normal
608,240,17,80,21,normal
23,986,6,23,25,normal
782,483,1,25,68,normal
559,16,17,25,25,normal
153,576,17,68,53,normal
669,84,17,20,53,normal
254,327,6,80,80,normal
595,752,1,21,25,normal
848,834,17,25,23,normal
824,645,17,25,25,normal
394,166,6,23,53,normal
483,590,17,80,80,normal
185,552,6,53,25,normal
465,514,6,21,21,normal
933,105,17,23,22,normal
591,832,17,80,25,normal
537,171,6,53,53,normal
628,271,6,21,23,normal
770,793,6,80,22,normal
229,554,6,25,79,normal
95,521,17,20,20,normal
958,47,6,25,53,normal
688,461,17,80,21,normal
971,9,6,80,21,normal
556,376,6,53,25,normal
491,775,6,53,21,normal
180,648,17,21,21,normal
805,493,17,23,23,normal
618,532,6,21,20,normal
445,261,1,21,53,normal
586,217,6,80,80,normal
24,89,6,80,80,normal
791,476,6,22,53,normal
553,675,6,53,68,normal
29,62,1,80,23,normal
8,607,1,25,23,normal
816,457,6,80,25,normal
956,100,89,53,20,normal
404,301,17,25,25,normal
441,717,6,23,21,normal
926,407,17,20,80,normal
295,932,17,80,21,normal
866,971,17,80,53,normal
489,656,17,80,22,normal
410,365,1,53,80,normal
254,530,17,53,80,normal
642,842,6,79,21,normal
205,766,17,68,53,normal
629,314,17,68,23,normal
569,480,17,68,53,normal
831,168,17,23,23,normal
746,395,6,80,23,normal
516,540,6,80,68,normal
736,464,17,53,20,normal
678,908,17,53,25,normal
153,547,6,21,25,normal
862,830,17,20,68,normal
889,241,17,23,25,normal
546,156,6,80,25,normal
951,856,6,25,25,normal
777,370,17,53,80,normal
710,219,6,20,21,normal
691,593,17,25,53,normal
825,42,1,23,68,normal
193,317,1,22,80,normal
10,560,1,22,53,normal
148,378,17,80,53,normal
771,87,17,53,80,normal
127,369,6,80,20,normal
166,269,17,79,53,normal
743,677,6,25,80,normal
857,616,17,23,20,normal
768,270,17,53,80,normal
647,71,17,68,21,normal
87,929,89,21,80,normal
215,941,17,25,23,normal
792,536,17,80,53,normal
116,239,6,20,25,normal
394,462,17,80,23,normal
700,842,17,53,80,normal
944,210,6,25,53,normal
773,539,89,23,25,normal
967,798,6,25,68,normal
831,478,17,21,79,normal
146,26,6,53,23,normal
701,967,6,80,21,normal
497,608,17,53,20,normal
459,240,1,21,80,normal
540,498,6,79,23,normal
934,385,17,53,53,normal
102,601,6,53,80,normal
513,635,1,53,53,normal
793,684,6,20,80,normal
975,197,89,80,80,normal
868,537,6,20,80,normal
416,195,1,53,23,normal
664,559,17,20,68,normal
450,815,6,21,23,normal
539,66,1,21,53,normal
18,849,17,25,22,normal
841,601,1,53,53,normal
247,113,17,53,21,normal
806,670,1,53,80,normal
410,522,1,79,23,normal
967,787,6,20,23,normal
185,693,17,21,21,normal
379,766,6,22,80,normal
386,26,6,20,53,normal
689,596,17,23,53,normal
275,312,17,53,25,normal
65,574,17,53,80,normal
668,640,6,68,53,normal
275,653,6,68,25,normal
162,126,1,21,79,normal
896,207,6,80,79,normal
269,150,1,80,21,normal
863,312,89,53,68,normal
914,363,17,80,80,normal
896,273,6,25,79,normal
254,579,6,22,22,normal
909,136,17,22,53,normal
768,504,17,23,80,normal
857,362,6,20,53,normal
963,871,6,20,23,normal
765,88,17,53,20,normal
995,220,6,21,80,normal
325,589,17,20,53,normal
583,192,6,80,53,normal
482,409,1,53,80,normal
941,846,6,80,53,normal
565,673,17,53,22,normal
340,793,6,68,53,normal
968,119,17,22,22,normal
654,645,1,20,80,normal
13,381,6,80,23,normal
198,109,89,25,23,normal
844,778,6,53,25,normal
376,496,6,20,80,normal
968,402,6,80,20,normal
258,97,17,53,25,normal
716,419,17,25,20,normal
282,909,6,20,21,normal
624,499,6,53,53,normal
342,331,6,25,25,normal
779,661,6,21,53,normal
975,883,89,22,53,normal
230,49,6,22,21,normal
826,443,17,20,68,normal
321,629,6,23,53,normal
247,984,6,23,53,normal
934,769,6,21,68,normal
684,346,1,80,22,normal
531,706,6,53,53,normal
32,398,6,20,23,normal
281,796,17,20,20,normal
725,147,6,23,22,normal
643,211,6,22,20,normal
902,208,6,80,22,normal
499,556,1,20,20,normal
969,62,6,53,22,normal
113,230,6,80,53,normal
874,222,1,25,23,normal
216,894,89,53,23,normal
767,498,17,20,80,normal
168,61,17,23,80,normal
288,641,1,20,80,normal
834,376,1,22,80,normal
641,666,17,25,22,normal
457,398,6,80,21,normal
497,68,17,22,22,normal
977,586,6,25,20,normal
577,382,17,21,21,normal
709,639,6,21,20,normal
860,18,17,22,53,normal
455,344,6,20,21,normal
959,766,1,80,23,normal
295,196,6,25,53,normal
257,721,6,80,80,normal
277,723,17,20,20,normal
899,334,17,53,21,normal
346,831,17,20,68,normal
699,367,17,22,23,normal
913,19,1,25,22,normal
323,856,17,80,25,normal
319,737,6,53,53,normal
802,726,89,53,53,normal
427,705,17,53,80,normal
992,762,17,79,80,normal
548,831,6,80,80,normal
166,806,17,80,21,normal
859,235,17,25,79,normal
618,614,6,25,22,normal
216,39,6,21,80,normal
291,434,6,79,80,normal
536,624,6,25,53,normal
426,831,6,80,23,normal
442,610,17,53,22,normal
795,827,1,20,20,normal
751,528,6,23,21,normal
260,404,1,20,20,normal
653,398,6,79,53,normal
876,816,17,80,80,normal
207,959,6,79,80,normal
20,55,17,53,80,normal
947,802,6,53,80,normal
957,417,17,22,53,normal
926,148,17,80,68,normal
356,473,17,68,68,normal
836,11,17,80,53,normal
340,531,6,22,68,normal
898,383,6,53,79,normal
764,659,6,53,21,normal
34,777,17,21,79,normal
606,548,6,23,23,normal
395,102,1,53,20,normal
504,271,6,80,23,normal
861,876,6,21,22,normal
179,234,17,80,20,normal
967,798,6,53,22,normal
193,165,6,53,80,normal
681,231,6,53,53,normal
985,335,6,80,53,normal
486,126,17,23,22,normal
357,890,6,53,80,normal
297,598,6,25,20,normal
454,718,17,53,20,normal
781,447,6,79,25,normal
487,963,6,53,79,normal
124,963,6,53,53,normal
762,267,1,68,23,normal
687,753,6,53,21,normal
491,459,17,23,53,normal
846,818,17,22,80,normal
365,370,17,21,20,normal
291,893,17,23,20,normal
22,328,17,22,21,normal
827,733,17,23,23,normal
506,315,17,53,80,normal
861,826,17,80,22,normal
750,807,6,79,20,normal
873,156,6,80,80,normal
3,479,17,53,68,normal
766,746,17,80,22,normal
546,365,17,53,68,normal
63,61,6,23,22,normal
260,9,6,80,23,normal
640,853,17,20,68,normal
476,81,17,22,53,normal
705,932,17,53,53,normal
741,950,6,80,20,normal
835,765,6,22,21,normal
614,20,89,53,25,normal
633,120,17,80,25,normal
144,110,17,53,53,normal
865,416,17,25,21,normal
131,715,1,23,22,normal
124,161,17,53,80,normal
439,562,89,21,79,normal
22,483,17,25,53,normal
530,758,17,68,80,normal
982,152,89,68,53,normal
840,763,6,53,80,normal
606,834,17,21,80,normal
225,373,17,53,53,normal
910,285,17,21,25,normal
801,917,6,68,80,normal
41,611,17,22,22,normal
201,507,6,53,22,normal
866,150,6,80,21,normal
884,549,17,80,68,normal
539,813,17,25,20,normal
98,559,17,22,22,normal
637,592,6,20,68,normal
520,589,1,23,22,normal
185,182,1,53,22,normal
434,953,6,21,80,normal
289,377,6,68,21,normal
152,765,17,22,25,normal
956,616,1,20,21,normal
861,811,17,25,23,normal
255,862,6,25,53,normal
376,12,6,20,79,normal
3,980,6,80,22,normal
494,347,6,80,53,normal
237,916,17,22,20,normal
488,252,1,21,53,normal
22,896,6,25,25,normal
498,405,6,80,22,normal
943,539,6,25,23,normal
869,580,89,22,79,normal
375,998,6,80,53,normal
773,357,17,68,21,normal
67,295,6,53,23,normal
421,351,17,80,23,normal
588,844,6,53,80,normal
822,567,89,22,53,normal
518,132,17,79,79,normal
778,640,17,68,80,normal
826,260,17,79,80,normal
109,340,6,21,23,normal
845,6,17,20,80,normal
403,157,89,80,22,normal
938,903,89,53,79,normal
211,591,6,20,80,normal
74,604,17,21,80,normal
804,199,6,80,20,normal
698,893,6,80,20,normal
156,757,17,25,25,normal
394,168,6,23,20,normal
785,476,6,20,20,normal
1,459,6,23,25,normal
385,605,6,20,21,normal
838,229,6,25,53,normal
815,694,6,21,53,normal
547,40,17,53,20,normal
900,633,6,53,20,normal
672,664,6,22,80,normal
816,328,6,20,25,normal
618,843,17,25,23,normal
397,978,6,22,22,normal
656,115,17,25,21,normal
239,576,1,53,22,normal
405,350,17,23,53,normal
908,322,17,21,53,normal
546,998,6,25,23,normal
644,640,6,53,79,normal
470,186,17,68,53,normal
423,328,6,21,22,normal
94,192,17,68,25,normal
712,556,17,22,80,normal
451,228,1,22,53,normal
379,614,89,79,53,normal
510,341,6,53,21,normal
415,458,6,53,68,normal
198,272,17,68,22,normal
377,706,17,68,53,normal
84,155,17,80,21,normal
324,78,6,53,21,normal
228,762,6,80,25,normal
850,119,6,25,21,normal
129,376,17,53,79,normal
826,554,6,53,25,normal
419,85,6,80,21,normal
805,52,17,23,53,normal
925,288,1,53,20,normal
471,623,1,21,53,normal
771,856,6,80,23,normal
335,116,6,22,21,normal
679,399,17,53,22,normal
621,105,17,80,53,normal
28,998,89,80,20,normal
128,97,6,80,80,normal
159,779,6,79,53,normal
924,660,6,79,25,normal
725,541,6,21,22,normal
734,500,6,25,53,normal
57,154,6,80,25,normal
715,715,6,53,23,normal
255,99,1,22,53,normal
235,559,17,22,23,normal
853,153,17,53,53,normal
814,899,6,80,21,normal
72,133,17,20,53,normal
293,165,17,22,80,normal
283,176,17,23,25,normal
649,622,6,53,80,normal
198,593,6,80,23,normal
517,886,17,79,22,normal
801,385,17,23,53,normal
688,664,17,21,80,normal
605,4,6,53,80,normal
190,661,17,21,20,anomaly
379,939,17,80,68,normal
24,677,17,80,21,normal
994,548,17,80,25,normal
509,435,6,23,23,normal
98,299,17,53,20,normal
907,821,6,80,25,normal
951,621,17,79,21,normal
416,556,6,68,53,normal
45,258,17,22,79,normal
440,360,17,20,68,normal
347,826,17,68,23,normal
853,450,17,22,80,normal
884,155,17,53,53,normal
400,723,6,53,53,normal
655,908,6,53,79,normal
190,566,17,53,20,normal
73,41,6,25,53,normal
289,996,1,53,53,normal
787,330,17,53,20,normal
319,893,17,80,20,normal
932,276,17,80,80,normal
635,329,6,68,25,normal
121,74,6,53,80,normal
211,266,6,68,53,normal
847,942,17,79,68,normal
788,740,17,21,80,normal
840,727,6,53,21,normal
746,696,17,80,23,normal
903,708,6,20,80,normal
427,686,17,53,21,normal
641,738,6,79,25,normal
793,505,17,20,23,normal
793,440,6,21,53,normal
165,260,1,21,25,normal
788,695,6,22,80,normal
313,404,17,23,25,normal
490,50,17,21,25,normal
68,80,17,20,22,normal
243,107,6,25,80,normal
496,308,17,80,80,normal
777,479,17,53,25,normal
226,10,6,80,80,normal
128,966,6,80,79,normal
654,263,6,53,53,normal
488,263,6,80,21,normal
708,750,17,21,53,normal
987,284,1,25,80,normal
488,241,6,20,22,normal
172,107,6,80,22,normal
969,826,89,20,68,normal
612,408,17,21,53,normal
540,239,6,20,20,normal
475,846,17,21,68,normal
776,306,6,22,80,normal
70,266,89,21,68,normal
608,681,6,53,25,normal
554,527,17,22,25,normal
294,486,6,21,20,normal
204,772,17,25,53,normal
24,322,17,20,53,normal
453,960,1,53,22,normal
846,784,6,53,23,normal
942,236,6,25,80,normal
617,926,89,20,80,normal
540,703,6,53,80,normal
280,819,1,80,79,normal
367,86,17,22,20,normal
432,671,6,25,53,normal
647,336,6,80,20,normal
936,583,17,22,22,normal
591,429,17,20,53,normal
978,208,6,25,20,normal
829,46,6,80,53,normal
117,903,17,80,79,normal
464,901,17,22,80,normal
168,993,6,53,80,normal
952,191,17,80,22,normal
452,852,6,20,25,normal
293,243,6,53,20,normal
51,507,6,23,80,normal
309,957,1,21,20,normal
417,485,6,21,23,normal
831,9,6,53,80,normal
68,954,1,53,80,normal
863,428,17,53,21,normal
389,864,17,20,20,normal
341,277,17,79,20,normal
892,982,6,80,23,normal
459,688,17,25,79,normal
377,581,17,80,53,normal
71,762,17,53,80,normal
118,42,17,80,25,normal
546,761,17,20,53,normal
764,943,89,68,53,normal
400,523,6,79,80,normal
373,843,6,22,53,normal
298,508,17,80,20,normal
208,122,1,21,21,normal
849,656,6,22,25,normal
851,968,17,21,53,normal
651,598,1,80,25,normal
369,684,6,80,22,normal
199,192,17,23,80,normal
433,660,17,25,79,normal
923,932,1,68,68,normal
886,980,17,25,25,normal
744,199,6,80,23,normal
265,916,6,23,25,normal
868,120,17,22,23,normal
390,566,17,53,80,normal
583,186,6,79,22,normal
394,29,6,22,20,normal
939,58,1,20,25,normal
593,87,17,23,53,normal
355,537,6,20,68,normal
592,88,1,25,22,normal
310,392,6,68,53,normal
760,263,6,25,80,normal
130,750,17,21,79,normal
894,711,6,20,22,normal
658,27,6,53,80,normal
347,370,1,23,25,normal
409,912,6,21,22,normal
355,28,1,79,53,normal
664,579,17,53,21,normal
459,392,17,79,20,normal
629,101,17,20,68,normal
438,743,89,80,23,normal
778,606,6,80,25,normal
992,118,6,23,80,normal
511,677,6,68,25,normal
205,946,6,79,80,normal
783,822,1,53,53,normal
312,124,17,23,22,normal
825,279,6,53,53,normal
161,637,6,25,22,normal
710,753,17,22,53,normal
673,814,17,21,80,normal
473,672,17,79,53,normal
860,159,17,80,21,normal
878,620,17,68,22,normal
294,788,6,79,21,normal
576,440,17,22,68,normal
48,551,89,53,53,normal
484,54,6,20,20,normal
839,677,17,53,20,normal
113,9,17,20,21,normal
314,77,1,53,53,normal
556,146,6,80,23,normal
534,512,6,80,23,normal
615,689,6,25,53,normal
865,557,17,23,53,normal
125,780,6,25,80,normal
487,493,1,79,68,normal
63,511,17,25,53,normal
564,903,6,80,53,normal
808,892,89,53,79,normal
741,355,6,20,23,normal
29,223,17,53,79,normal
526,666,6,22,53,normal
315,246,1,22,79,normal
315,786,1,20,25,normal
441,659,6,80,22,normal
193,4,17,53,21,normal
675,416,17,80,20,normal
6,430,6,23,80,normal
90,928,17,20,25,normal
134,254,6,20,21,normal
37,132,89,23,23,normal
637,265,6,23,22,normal
444,515,6,53,79,normal
271,328,6,53,68,normal
83,578,6,80,22,normal
608,925,89,25,20,normal
187,886,6,23,20,normal
335,678,1,20,21,normal
357,461,1,79,79,normal
630,666,17,53,53,normal
532,318,17,22,20,normal
287,596,1,20,79,normal
445,221,17,25,68,normal
179,904,1,80,53,normal
731,986,17,25,22,normal
168,501,6,25,53,normal
522,967,17,53,80,normal
285,73,17,21,23,normal
754,169,17,22,23,normal
89,544,89,25,53,normal
846,415,17,25,80,normal
922,67,1,23,53,normal
601,81,17,80,80,normal
698,273,17,20,25,normal
730,660,17,22,53,normal
385,938,6,21,21,normal
929,801,6,25,20,normal
898,807,17,80,22,normal
141,546,6,53,80,normal
746,365,17,53,80,normal
990,969,6,21,80,normal
620,592,17,53,20,normal
365,580,17,53,53,normal
717,909,17,23,53,normal
190,407,6,22,25,normal
99,971,6,53,53,normal
933,708,6,25,23,normal
625,211,89,23,79,normal
691,925,6,22,53,normal
634,250,6,20,25,normal
36,103,17,23,22,normal
697,501,6,80,22,normal
345,575,6,79,80,normal
850,568,6,53,53,normal
279,406,6,21,20,normal
676,341,6,53,53,normal
702,4,17,20,23,normal
260,121,17,53,80,normal
138,960,1,22,21,normal
691,796,1,80,23,normal
391,429,6,21,25,normal
579,985,17,80,20,normal
282,902,17,80,23,normal
169,107,6,25,80,normal
560,194,17,68,21,normal
93,959,17,21,22,normal
221,770,6,25,80,normal
543,293,17,80,21,normal
902,540,6,53,21,normal
334,56,6,22,21,normal
936,182,6,79,20,normal
300,123,17,53,21,normal
941,91,17,21,53,normal
891,629,17,23,53,normal
476,614,6,53,23,normal
718,850,17,22,80,normal
821,125,17,80,53,normal
682,91,6,53,80,normal
405,627,6,20,22,normal
37,19,6,80,22,normal
490,654,6,22,21,normal
14,724,17,53,53,normal
878,291,17,68,22,normal
377,457,1,53,20,normal
14,122,6,80,53,normal
787,214,17,80,22,normal
640,889,6,80,80,normal
944,910,17,53,80,normal
738,849,17,25,22,normal
391,641,1,22,25,normal
628,359,6,22,53,normal
646,284,1,53,21,normal
554,544,1,53,80,normal
574,928,6,80,80,normal
632,957,17,53,53,normal
968,974,17,23,53,normal
699,72,6,21,53,normal
784,693,6,20,80,normal
846,509,1,23,79,normal
387,89,6,20,21,normal
431,366,6,22,53,normal
282,997,1,53,20,normal
634,246,6,20,22,normal
858,157,6,22,53,normal
451,311,6,80,22,normal
176,98,17,80,20,normal
96,246,17,53,80,normal
658,851,17,80,68,normal
272,526,17,23,20,normal
179,823,17,21,23,normal
777,524,89,23,20,normal
185,245,17,23,21,normal
111,737,6,53,25,normal
532,365,17,80,22,normal
144,242,6,53,20,normal
206,664,89,80,80,normal
280,177,6,23,23,normal
569,996,17,53,23,normal
567,788,17,20,53,normal
212,556,17,80,20,normal
813,115,17,80,68,normal
340,667,6,25,22,normal
691,410,17,53,80,normal
588,590,17,25,80,normal
83,773,6,20,80,normal
817,28,17,80,22,normal
3,570,1,25,20,normal
921,778,17,79,25,normal
405,11,6,80,79,normal
627,499,6,21,25,anomaly
833,543,17,21,68,normal
723,683,17,21,53,normal
289,653,17,25,80,normal
512,634,1,21,53,normal
5,847,6,80,53,normal
151,568,89,80,80,normal
499,885,6,22,21,normal
116,658,17,21,80,normal
681,460,1,53,25,normal
893,560,6,53,20,normal
124,189,6,21,21,normal
344,761,89,80,25,normal
974,376,17,21,53,normal
988,192,17,20,79,normal
538,928,89,80,23,normal
610,121,17,25,68,normal
654,943,6,25,21,normal
624,579,1,80,23,normal
105,783,6,53,21,normal
36,792,17,22,80,normal
437,894,6,53,53,normal
155,49,17,22,20,normal
65,4,6,68,53,normal
638,934,6,25,23,normal
701,534,89,53,23,normal
